PID,Gene,Code,COG,Product,Length,Synonym,IsORF,ATG,TGA,IsBlankSegment
NP_415475.1,ycbZ,,,putative ATP-dependent protease YcbZ,1761,b0955,True,3623354,3625114,False
NP_415476.1,matP,,,macrodomain Ter protein,453,b0956,True,3623168,3622716,False
NP_415477.1,ompA,,,outer membrane protein A,1041,b0957,True,3621600,3622640,False
NP_415478.1,sulA,,,cell division inhibitor SulA,510,b0958,True,3620734,3621243,False
NP_415479.1,sxy,,,transcriptional coactivator for CRP,630,b0959,True,3620515,3619886,False
NP_415480.2,yccS,,,putative transporter YccS,2154,b0960,True,3617770,3619923,False
NP_415481.1,yccF,,,PF03733 family inner membrane protein YccF,447,b0961,True,3617305,3617751,False
NP_415482.1,helD,,,DNA helicase IV,2055,b0962,True,3617182,3615128,False
NP_415483.2,mgsA,,,methylglyoxal synthase,459,b0963,True,3614638,3615096,False
NP_415484.1,yccT,,,DUF2057 domain-containing protein YccT,663,b0964,True,3613880,3614542,False
NP_415485.4,yccU,,,putative HspQ acetyl donor,414,b0965,True,3613707,3613294,False
NP_415486.4,hspQ,,,heat shock protein HspQ,318,b0966,True,3612932,3613249,False
NP_415487.4,rlmI,,,23S rRNA m(5)C1962 methyltransferase,1191,b0967,True,3611684,3612874,False
NP_415488.1,yccX,,,acylphosphatase,279,b0968,True,3611589,3611311,False
NP_415489.4,tusE,,,sulfur transfer protein TusE,330,b0969,True,3610985,3611314,False
NP_415490.1,yccA,,,modulator of FtsH protease,660,b0970,True,3610235,3610894,False
,serT,,,tRNA-Ser,88,b0971,True,3609941,3610028,False
NP_415491.1,hyaA,,,hydrogenase 1 small subunit,1119,b0972,True,3609514,3608396,False
NP_415492.1,hyaB,,,hydrogenase 1 large subunit,1794,b0973,True,3608399,3606606,False
NP_415493.1,hyaC,,,hydrogenase 1 cytochrome b subunit,708,b0974,True,3606587,3605880,False
NP_415494.1,hyaD,,,putative hydrogenase 1 maturation protease HyaD,588,b0975,True,3605883,3605296,False
NP_415495.1,hyaE,,,putative HyaA chaperone,399,b0976,True,3605299,3604901,False
NP_415496.1,hyaF,,,protein HyaF,858,b0977,True,3604904,3604047,False
NP_415497.1,appC,,,cytochrome bd-II subunit 1,1545,b0978,True,3603913,3602369,False
NP_415498.1,appB,,,cytochrome bd-II subunit 2,1137,b0979,True,3602357,3601221,False
YP_001165313.1,appX,,,cytochrome bd-II accessory subunit AppX,93,b4592,True,3601208,3601116,False
NP_415500.1,appA,,,periplasmic phosphoanhydride phosphatase/multiple inositol-polyphosphate phosphatase,1299,b0980,True,3601036,3599738,False
NP_415501.1,etk,,,protein-tyrosine kinase Etk,2181,b0981,True,3597443,3599623,False
NP_415502.4,etp,,,phosphotyrosine-protein phosphatase Etp,447,b0982,True,3596977,3597423,False
NP_415503.1,gfcE,,,putative exopolysaccharide export lipoprotein GfcE,1140,b0983,True,3595850,3596989,False
NP_415504.1,gfcD,,,putative lipoprotein GfcD,2097,b0984,True,3593708,3595804,False
NP_415505.1,gfcC,,,capsule biosynthesis GfcC family protein,747,b0985,True,3592962,3593708,False
NP_415506.1,gfcB,,,lipoprotein GfcB,645,b0986,True,3592321,3592965,False
NP_415507.2,gfcA,,,threonine-rich inner membrane protein GfcA,306,b0987,True,3591909,3592214,False
YP_588445.1,insA4,,,IS1 family protein InsA,276,b4516,True,3591820,3591545,False
NP_415508.1,insB4,,,IS1 family protein InsB,504,b0988,True,3591626,3591123,False
NP_415509.1,cspH,,,CspA family protein CspH,213,b0989,True,3590478,3590690,False
NP_415510.1,cspG,,,cold shock protein CspG,213,b0990,True,3590192,3589980,False
YP_009518761.1,ymcF,,,protein YmcF,189,b4723,True,3589969,3589781,False
NP_415511.1,ymcE,,,protein YmcE,231,b0991,True,3589806,3589576,False
YP_588446.1,gnsA,,,putative phosphatidylethanolamine synthesis regulator GnsA,174,b4517,True,3589586,3589413,False
NP_415512.1,yccM,,,putative electron transport protein YccM,1074,b0992,True,3588291,3589364,False
NP_415513.2,torS,,,sensor histidine kinase TorS,2745,b0993,True,3585475,3588219,False
NP_415514.1,torT,,,periplasmic trimethylamine-N-oxide binding protein,1029,b0994,True,3585392,3584364,False
NP_415515.1,torR,,,DNA-binding transcriptional dual regulator TorR,693,b0995,True,3583699,3584391,False
NP_415516.1,torC,,,cytochrome c menaquinol dehydrogenase TorC,1173,b0996,True,3583569,3582397,False
NP_415517.1,torA,,,trimethylamine N-oxide reductase 1,2547,b0997,True,3582397,3579851,False
NP_415518.1,torD,,,trimethylamine-N-oxide reductase-specific chaperone,600,b0998,True,3579854,3579255,False
NP_415519.1,cbpM,,,chaperone modulator CbpM,306,b0999,True,3578798,3579103,False
NP_415520.1,cbpA,,,curved DNA-binding protein,921,b1000,True,3577878,3578798,False
NP_415521.1,yccE,,,uncharacterized protein YccE,1257,b1001,True,3577617,3576361,False
NP_415522.1,agp,,,glucose-1-phosphatase,1242,b1002,True,3576068,3574827,False
NP_415523.1,yccJ,,,PF13993 family protein YccJ,228,b1003,True,3574562,3574789,False
NP_415524.1,wrbA,,,NAD(P)H:quinone oxidoreductase,597,b1004,True,3573945,3574541,False
NP_415525.2,ymdF,,,stress-induced bacterial acidophilic repeat motifs-containing protein YmdF,174,b4518,True,3573572,3573399,False
NP_415526.4,rutG,,,pyrimidine:H(+) symporter,1329,b1006,True,3571814,3573142,False
NP_415527.4,rutF,,,FMN reductase RutF,495,b1007,True,3571299,3571793,False
NP_415528.1,rutE,,,putative malonic semialdehyde reductase,591,b1008,True,3570698,3571288,False
NP_415529.1,rutD,,,putative aminoacrylate hydrolase RutD,801,b1009,True,3569888,3570688,False
NP_415530.1,rutC,,,3-aminoacrylate deaminase,387,b1010,True,3569494,3569880,False
NP_415531.2,rutB,,,ureidoacrylate amidohydrolase,693,b1011,True,3568790,3569482,False
NP_415532.3,rutA,,,pyrimidine monooxygenase RutA,1149,b1012,True,3567642,3568790,False
NP_415533.1,rutR,,,DNA-binding transcriptional dual regulator RutR,639,b1013,True,3567411,3566773,False
NP_415534.1,putA,,,fused DNA-binding transcriptional repressor/proline dehydrogenase/1-pyrroline-5-carboxylate dehydrogenase PutA,3963,b1014,True,3562771,3566733,False
YP_009518762.2,ymdG,,,protein YmdG,27,b4737,True,3562533,3562507,False
NP_415535.1,putP,,,proline:Na(+) symporter,1509,b1015,True,3562348,3560840,False
NP_415537.1,efeO,,,ferrous iron transport system protein EfeO,1128,b1018,True,3559410,3558283,False
NP_415538.1,efeB,,,heme-containing peroxidase/deferrochelatase,1272,b1019,True,3558277,3557006,False
NP_415539.1,phoH,,,ATP-binding protein PhoH,1065,b1020,True,3556661,3555597,False
NP_415540.1,pgaD,,,poly-N-acetyl-D-glucosamine synthase subunit PgaD,414,b1021,True,3555134,3555547,False
NP_415541.1,pgaC,,,poly-N-acetyl-D-glucosamine synthase subunit PgaC,1326,b1022,True,3553807,3555132,False
NP_415542.1,pgaB,,,"poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase and beta-1,6 glycoside hydrolase",2019,b1023,True,3551796,3553814,False
NP_415543.1,pgaA,,,"partially deacetylated poly-beta-1,6-N-acetyl-D-glucosamine export outer membrane porin",2424,b1024,True,3549364,3551787,False
NP_415544.1,dgcT,,,putative diguanylate cyclase DgcT,1359,b1025,True,3548777,3547419,False
NP_415545.1,insF4,,,IS3 element protein InsF,867,b1026,True,3546512,3547378,False
NP_415546.2,insE4,,,IS3 element protein InsE,300,b1027,True,3546216,3546515,False
NP_415548.1,ycdU,,,uncharacterized protein YcdU,987,b1029,True,3545810,3544824,False
,serX,,,tRNA-Ser,88,b1032,True,3544001,3544088,False
NP_415551.2,ghrA,,,glyoxylate/hydroxypyruvate reductase A,939,b1033,True,3543767,3542829,False
NP_415552.1,ycdX,,,zinc-binding phosphatase YcdX,738,b1034,True,3542774,3542037,False
NP_415553.1,ycdY,,,chaperone protein YcdY,555,b1035,True,3542013,3541459,False
NP_415554.4,ycdZ,,,inner membrane protein YcdZ,492,b1036,True,3541357,3540866,False
NP_415555.1,csgG,,,curli secretion channel,834,b1037,True,3539969,3540802,False
NP_415556.1,csgF,,,curli assembly component CsgF,417,b1038,True,3539526,3539942,False
NP_415557.1,csgE,,,curli assembly component CsgE,390,b1039,True,3539112,3539501,False
NP_415558.1,csgD,,,DNA-binding transcriptional dual regulator CsgD,651,b1040,True,3538457,3539107,False
NP_415559.1,csgB,,,"curlin, minor subunit",456,b1041,True,3537702,3537247,False
NP_415560.1,csgA,,,"curlin, major subunit",456,b1042,True,3537206,3536751,False
NP_415561.1,csgC,,,curlin chaperone,333,b1043,True,3536692,3536360,False
NP_415562.1,ymdA,,,uncharacterized protein YmdA,312,b1044,True,3536239,3535928,False
NP_415563.1,ymdB,,,"2'-O-acetyl-ADP-ribose deacetylase, regulator of RNase III activity",534,b1045,True,3535833,3535300,False
NP_415564.2,clsC,,,cardiolipin synthase C,1422,b1046,True,3535298,3533877,False
NP_415565.1,opgC,,,osmoregulated periplasmic glucans (OPG) biosynthesis protein C,1158,b1047,True,3532712,3533869,False
NP_415566.1,opgG,,,osmoregulated periplasmic glucans biosynthesis protein G,1536,b1048,True,3532318,3530783,False
NP_415567.1,opgH,,,osmoregulated periplasmic glucans biosynthesis protein H,2544,b1049,True,3530790,3528247,False
NP_415568.1,yceK,,,DUF1375 domain-containing lipoprotein YceK,228,b1050,True,3528074,3527847,False
NP_415569.4,msyB,,,acidic protein MsyB,375,b1051,True,3527472,3527846,False
NP_415571.1,mdtG,,,efflux pump MdtG,1227,b1053,True,3526163,3527389,False
NP_415572.1,lpxL,,,lauroyl acyltransferase,921,b1054,True,3525071,3525991,False
NP_415573.1,trhO,,,tRNA U34 hydroxylase TrhO,1053,b1055,True,3524846,3523794,False
NP_415574.1,yceI,,,protein YceI,576,b1056,True,3523177,3523752,False
NP_415575.1,yceJ,,,putative cytochrome b561 YceJ,567,b1057,True,3522607,3523173,False
NP_415576.1,yceO,,,DUF2770 domain-containing protein YceO,141,b1058,True,3522206,3522346,False
NP_415577.1,solA,,,N-methyl-L-tryptophan oxidase,1119,b1059,True,3521067,3522185,False
NP_415578.3,bssS,,,regulator of biofilm formation,255,b1060,True,3520698,3520952,False
NP_415579.1,dinI,,,DNA damage-inducible protein I,246,b1061,True,3520166,3520411,False
NP_415580.1,pyrC,,,dihydroorotase,1047,b1062,True,3519046,3520092,False
NP_415581.1,yceB,,,putative lipid-binding lipoprotein YceB,561,b1063,True,3518380,3518940,False
NP_415582.1,grxB,,,reduced glutaredoxin 2,648,b1064,True,3517599,3518246,False
NP_415583.4,mdtH,,,multidrug efflux pump MdtH,1209,b1065,True,3516327,3517535,False
NP_415584.1,rimJ,,,ribosomal-protein-S5-alanine N-acetyltransferase,585,b1066,True,3516091,3515507,False
NP_415585.1,yceH,,,DUF480 domain-containing protein YceH,648,b1067,True,3515496,3514849,False
NP_415586.1,yceM,,,putative oxidoreductase YceM,924,b1068,True,3514847,3513924,False
NP_415587.1,murJ,,,lipid II flippase MurJ,1536,b1069,True,3513814,3512279,False
NP_415588.1,flgN,,,flagellar biosynthesis protein FlgN,417,b1070,True,3511823,3512239,False
NP_415589.1,flgM,,,anti-sigma factor for FliA (sigma(28)),294,b1071,True,3511525,3511818,False
NP_415590.1,flgA,,,flagellar basal body P-ring formation protein FlgA,660,b1072,True,3510790,3511449,False
NP_415591.1,flgB,,,flagellar basal-body rod protein FlgB,417,b1073,True,3510635,3510219,False
NP_415592.1,flgC,,,flagellar basal-body rod protein FlgC,405,b1074,True,3510215,3509811,False
NP_415593.1,flgD,,,"flagellar biosynthesis, initiation of hook assembly",696,b1075,True,3509799,3509104,False
NP_415594.1,flgE,,,flagellar hook protein FlgE,1209,b1076,True,3509079,3507871,False
NP_415595.1,flgF,,,flagellar basal-body rod protein FlgF,756,b1077,True,3507851,3507096,False
NP_415596.1,flgG,,,flagellar basal-body rod protein FlgG,783,b1078,True,3506924,3506142,False
NP_415597.1,flgH,,,flagellar L-ring protein,699,b1079,True,3506089,3505391,False
NP_415598.3,flgI,,,flagellar P-ring protein,1098,b1080,True,3505379,3504282,False
NP_415599.1,flgJ,,,putative peptidoglycan hydrolase FlgJ,942,b1081,True,3504282,3503341,False
NP_415600.1,flgK,,,flagellar hook-filament junction protein 1,1644,b1082,True,3503275,3501632,False
NP_415601.1,flgL,,,flagellar hook-filament junction protein 2,954,b1083,True,3501620,3500667,False
,flgO,,,small RNA FlgO,78,b4826,True,3500667,3500590,False
NP_415602.1,rne,,,ribonuclease E,3186,b1084,True,3497286,3500471,False
NP_415603.2,yceQ,,,DUF2655 domain-containing protein YceQ,321,b1085,True,3497151,3496831,False
NP_415604.1,rluC,,,23S rRNA pseudouridine(955/2504/2580) synthase,960,b1086,True,3496713,3495754,False
NP_415605.2,yceF,,,m(7)GTP pyrophosphatase,585,b1087,True,3495058,3495642,False
,sraB,,,small RNA SraB,169,b4418,True,3495064,3494896,False
NP_415606.1,yceD,,,DUF177 domain-containing protein YceD,522,b1088,True,3494859,3494338,False
NP_415607.1,rpmF,,,50S ribosomal subunit protein L32,174,b1089,True,3494286,3494113,False
NP_415608.2,plsX,,,putative phosphate acyltransferase,1071,b1090,True,3494032,3492962,False
NP_415609.1,fabH,,,3-oxoacyl-[acyl carrier protein] synthase 3,954,b1091,True,3492894,3491941,False
NP_415610.1,fabD,,,[acyl-carrier-protein] S-malonyltransferase,930,b1092,True,3491925,3490996,False
NP_415611.1,fabG,,,3-oxoacyl-[acyl-carrier-protein] reductase FabG,735,b1093,True,3490983,3490249,False
NP_415612.1,acpP,,,acyl carrier protein,237,b1094,True,3490038,3489802,False
NP_415613.1,fabF,,,3-oxoacyl-[acyl carrier protein] synthase 2,1242,b1095,True,3489714,3488473,False
NP_415614.1,pabC,,,aminodeoxychorismate lyase,810,b1096,True,3488353,3487544,False
NP_415615.1,mltG,,,endolytic murein transglycosylase,1023,b1097,True,3487541,3486519,False
NP_415616.1,tmk,,,Tmk,642,b1098,True,3486529,3485888,False
NP_415617.1,holB,,,DNA polymerase III subunit delta',1005,b1099,True,3485891,3484887,False
NP_415618.1,ycfH,,,putative metal-dependent hydrolase YcfH,798,b1100,True,3484876,3484079,False
NP_415619.1,ptsG,,,glucose-specific PTS enzyme IIBC component,1434,b1101,True,3483784,3482351,False
NP_415620.1,fhuE,,,ferric coprogen/ferric rhodotorulic acid outer membrane transporter,2190,b1102,True,3480102,3482291,False
NP_415621.3,hinT,,,purine nucleoside phosphoramidase,360,b1103,True,3479768,3479409,False
NP_415622.1,ycfL,,,DUF1425 domain-containing protein YcfL,378,b1104,True,3479406,3479029,False
NP_415623.1,lpoB,,,outer membrane lipoprotein - activator of MrcB activity,642,b1105,True,3479015,3478374,False
NP_415624.1,thiK,,,thiamine kinase,825,b1106,True,3478393,3477569,False
NP_415625.1,nagZ,,,beta-N-acetylglucosaminidase,1026,b1107,True,3477558,3476533,False
NP_415626.4,ycfP,,,PF05728 family protein YcfP,543,b1108,True,3476510,3475968,False
NP_415627.1,ndh,,,NADH:quinone oxidoreductase II,1305,b1109,True,3475568,3474264,False
NP_415628.1,ycfJ,,,PF05433 family protein YcfJ,540,b1110,True,3474054,3473515,False
NP_415629.4,comR,,,DNA-binding transcriptional repressor ComR,633,b1111,True,3472821,3473453,False
NP_415630.1,bhsA,,,DUF1471 domain-containing multiple stress resistance outer membrane protein BhsA,258,b1112,True,3472580,3472323,False
,bhsB,,,small RNA BhsB,100,b4832,True,3472350,3472251,False
NP_415631.1,ldtC,,,"L,D-transpeptidase LdtC",963,b1113,True,3471279,3472241,False
NP_415632.1,mfd,,,transcription-repair coupling factor,3447,b1114,True,3467689,3471135,False
NP_415633.1,ycfT,,,inner membrane protein YcfT,1074,b1115,True,3466488,3467561,False
NP_415634.1,lolC,,,lipoprotein release complex - inner membrane subunit,1200,b1116,True,3466226,3465027,False
NP_415635.4,lolD,,,lipoprotein release complex - ATP binding subunit,702,b1117,True,3465034,3464333,False
NP_415636.1,lolE,,,lipoprotein release complex - inner membrane subunit,1245,b1118,True,3464333,3463089,False
NP_415637.1,nagK,,,N-acetyl-D-glucosamine kinase,912,b1119,True,3463060,3462149,False
NP_415638.3,cobB,,,protein-lysine deacetylase/desuccinylase/lipoamidase,840,b1120,True,3462133,3461294,False
NP_415639.1,ycfZ,,,putative inner membrane protein YcfZ,789,b1121,True,3460386,3461174,False
NP_415640.2,ymfA,,,putative inner membrane protein YmfA,462,b1122,True,3459928,3460389,False
NP_415641.1,potD,,,spermidine preferential ABC transporter periplasmic binding protein,1047,b1123,True,3458824,3459870,False
NP_415642.1,potC,,,spermidine preferential ABC transporter membrane subunit PotC,795,b1124,True,3458033,3458827,False
NP_415643.3,potB,,,spermidine preferential ABC transporter membrane subunit PotB,828,b1125,True,3457209,3458036,False
NP_415644.1,potA,,,spermidine preferential ABC transporter ATP binding subunit,1137,b1126,True,3456059,3457195,False
NP_415645.1,pepT,,,peptidase T,1227,b1127,True,3455809,3454583,False
NP_415646.4,roxA,,,50S ribosomal protein L16-arginine 3-hydroxylase,1122,b1128,True,3453413,3454534,False
NP_415647.1,phoQ,,,sensor histidine kinase PhoQ,1461,b1129,True,3451877,3453337,False
NP_415648.1,phoP,,,DNA-binding transcriptional dual regulator PhoP,672,b1130,True,3451206,3451877,False
NP_415649.1,purB,,,adenylosuccinate lyase,1371,b1131,True,3449667,3451037,False
NP_415650.1,hflD,,,lysogenization regulator,642,b1132,True,3449022,3449663,False
NP_415651.4,mnmA,,,tRNA-specific 2-thiouridylase,1107,b1133,True,3447880,3448986,False
NP_415652.1,nudJ,,,phosphatase NudJ,462,b1134,True,3447365,3447826,False
NP_415653.4,rluE,,,23S rRNA pseudouridine(2457) synthase,654,b1135,True,3446702,3447355,False
NP_415654.1,icd,,,isocitrate dehydrogenase,1251,b1136,True,3446530,3445280,False
,C0293,,,small regulatory RNA C0293,72,b4806,True,3444942,3444871,False
NP_415655.1,ymfD,,,putative SAM-dependent methyltransferase YmfD,666,b1137,True,3444121,3444786,False
NP_415656.1,ymfE,,,uncharacterized protein YmfE,705,b1138,True,3443416,3444120,False
NP_415657.1,lit,,,cell death peptidase Lit,894,b1139,True,3442958,3442065,False
NP_415658.1,intE,,,putative integrase,1128,b1140,True,3440847,3441974,False
NP_415659.1,xisE,,,putative excisionase,246,b1141,True,3440621,3440866,False
YP_009518763.1,ymfH,,,putative protein YmfH,312,b1142,True,3440273,3440584,False
NP_415661.2,ymfI,,,uncharacterized protein YmfI,342,b1143,True,3440156,3439815,False
NP_415662.2,ymfJ,,,uncharacterized protein YmfJ,309,b1144,True,3439569,3439877,False
NP_415663.1,ymfK,,,putative repressor protein YmfK,675,b1145,True,3438720,3439394,False
NP_415664.2,ymfT,,,putative DNA-binding transcriptional regulator YmfT,201,b1146,True,3438629,3438429,False
NP_415665.2,ymfL,,,uncharacterized protein YmfL,558,b1147,True,3438385,3437828,False
NP_415666.1,ymfM,,,cell division inhibitor YmfM,339,b1148,True,3437831,3437493,False
YP_009518764.1,ymfN,,,chimeric replication protein/phage terminase YmfN,1368,b1149,True,3437483,3436116,False
NP_415668.1,ymfR,,,IPR020297 domain-containing protein YmfR,183,b1150,True,3436104,3435922,False
YP_009518765.1,beeE,,,protein BeeE,474,b1151,True,3435922,3435449,False
NP_415671.1,ymfQ,,,DUF2313 domain-containing protein YmfQ,585,b1153,True,3434740,3434156,False
NP_415672.1,ycfK,,,protein StfP,630,b1154,True,3434152,3433523,False
NP_415673.1,tfaP,,,putative tail fiber assembly protein TfaP,414,b1155,True,3433521,3433108,False
NP_415674.1,tfaE,,,putative tail fiber assembly protein TfaE,603,b1156,True,3432534,3433136,False
NP_415676.1,pinE,,,site-specific DNA recombinase,555,b1158,True,3431968,3431414,False
NP_415677.1,mcrA,,,Type IV methyl-directed restriction enzyme EcoKMcrA,834,b1159,True,3431307,3430474,False
NP_415678.1,iraM,,,anti-adaptor protein IraM,324,b1160,True,3429650,3429973,False
YP_009518766.1,ymgK,,,protein YmgK,45,b4738,True,3429349,3429393,False
YP_009518767.1,ymgL,,,protein YmgL,111,b4739,True,3429003,3429113,False
NP_415679.1,ycgX,,,DUF1398 domain-containing protein YcgX,405,b1161,True,3428546,3428950,False
NP_415680.1,bluR,,,DNA-binding transcriptional repressor BluR,732,b1162,True,3427594,3428325,False
NP_415681.1,bluF,,,blue light- and temperature-regulated antirepressor BluF,1212,b1163,True,3426178,3427389,False
NP_415682.1,ycgZ,,,putative two-component system connector protein YcgZ,237,b1164,True,3425864,3425628,False
NP_415683.1,ymgA,,,putative two-component system connector protein YmgA,273,b1165,True,3425585,3425313,False
NP_415684.1,ariR,,,putative two-component system connector protein AriR,267,b1166,True,3425284,3425018,False
NP_415685.1,ymgC,,,protein YmgC,249,b1167,True,3424905,3424657,False
NP_415686.2,pdeG,,,putative c-di-GMP phosphodiesterase PdeG,1524,b1168,True,3424325,3422802,False
YP_588447.1,ymgF,,,inner membrane protein YmgF,219,b4520,True,3422670,3422452,False
NP_415689.2,ymgD,,,PF16456 family protein YmgD,330,b1171,True,3419019,3419348,False
NP_415690.5,ymgG,,,PF13436 family protein YmgG,345,b1172,True,3418665,3419009,False
YP_001165314.1,ymgI,,,uncharacterized protein YmgI,174,b4593,True,3418490,3418663,False
YP_001165315.1,ymgJ,,,uncharacterized protein YmgJ,186,b4594,True,3418389,3418204,False
NP_415692.1,minE,,,Z-ring positioning protein MinE,267,b1174,True,3417108,3417374,False
NP_415693.1,minD,,,Z-ring positioning protein MinD,813,b1175,True,3416292,3417104,False
NP_415694.1,minC,,,Z-ring positioning protein MinC,696,b1176,True,3415573,3416268,False
NP_415695.1,ycgJ,,,PF05666 family protein YcgJ,369,b1177,True,3415053,3414685,False
NP_415696.1,pliG,,,inhibitor of g-type lysozyme,402,b1178,True,3414181,3414582,False
YP_010283909.1,ymgN,,,protein YmgN,60,b4816,True,3414285,3414226,False
NP_415697.5,ycgL,,,PF05166 family protein YcgL,327,b1179,True,3413972,3413646,False
NP_415698.1,ycgM,,,putative isomerase/hydrolase,660,b1180,True,3413574,3412915,False
NP_415699.5,ycgN,,,putative metal-chelating domain-containing protein YcgN,462,b1181,True,3412838,3412377,False
NP_415700.4,hlyE,,,hemolysin E,912,b1182,True,3411259,3412170,False
NP_415701.1,umuD,,,DNA polymerase V protein UmuD,420,b1183,True,3410886,3410467,False
NP_415702.1,umuC,,,DNA polymerase V catalytic protein,1269,b1184,True,3410467,3409199,False
NP_415703.3,dsbB,,,protein thiol:quinone oxidoreductase DsbB,531,b1185,True,3408623,3409153,False
NP_415704.1,nhaB,,,Na(+):H(+) antiporter NhaB,1542,b1186,True,3406936,3408477,False
NP_415705.1,fadR,,,DNA-binding transcriptional dual regulator FadR,720,b1187,True,3406715,3405996,False
NP_415706.1,ycgB,,,PF04293 family protein YcgB,1533,b1188,True,3404412,3405944,False
NP_415707.1,dadA,,,D-amino acid dehydrogenase,1299,b1189,True,3404082,3402784,False
NP_415708.1,dadX,,,alanine racemase 2,1071,b1190,True,3402774,3401704,False
YP_009518768.1,ymgM,,,protein YmgM,204,b4740,True,3401393,3401190,False
NP_415709.2,cvrA,,,putative K(+):H(+) antiporter,1737,b1191,True,3399582,3401318,False
NP_415710.1,ldcA,,,murein tetrapeptide carboxypeptidase,915,b1192,True,3398573,3399487,False
NP_415711.2,emtA,,,lytic murein transglycosylase E,612,b1193,True,3398473,3397862,False
NP_415712.1,ycgR,,,flagellar brake protein YcgR,735,b1194,True,3397126,3397860,False
NP_415713.1,ymgE,,,PF04226 family protein YmgE,255,b1195,True,3396925,3396671,False
NP_415714.1,ycgY,,,uncharacterized protein YcgY,441,b1196,True,3396493,3396053,False
NP_415715.1,treA,,,periplasmic trehalase,1698,b1197,True,3394277,3395974,False
NP_415716.4,dhaM,,,dihydroxyacetone kinase subunit M,1419,b1198,True,3392539,3393957,False
NP_415717.1,dhaL,,,dihydroxyacetone kinase subunit L,633,b1199,True,3391896,3392528,False
NP_415718.6,dhaK,,,dihydroxyacetone kinase subunit K,1071,b1200,True,3390815,3391885,False
NP_415719.2,dhaR,,,DNA-binding transcriptional dual regulator DhaR,1920,b1201,True,3390587,3388668,False
NP_415720.1,ycgV,,,putative autotransporter adhesin YcgV,2868,b1202,True,3385701,3388568,False
NP_415721.1,ychF,,,redox-responsive ATPase YchF,1092,b1203,True,3383841,3384932,False
NP_415722.1,pth,,,peptidyl-tRNA hydrolase,585,b1204,True,3383140,3383724,False
NP_415723.1,ychH,,,stress-induced protein,279,b1205,True,3382862,3382584,False
NP_415724.2,dauA,,,aerobic C4-dicarboxylate transporter DauA,1680,b1206,True,3380850,3382529,False
NP_415725.1,prs,,,ribose-phosphate diphosphokinase,948,b1207,True,3379778,3380725,False
NP_415726.1,ispE,,,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,852,b1208,True,3378776,3379627,False
NP_415727.1,lolB,,,outer membrane lipoprotein LolB,624,b1209,True,3378153,3378776,False
NP_415728.1,hemA,,,glutamyl-tRNA reductase,1257,b1210,True,3377939,3376683,False
NP_415729.1,prfA,,,peptide chain release factor RF1,1083,b1211,True,3376641,3375559,False
NP_415730.1,prmC,,,protein-(glutamine-N(5)) methyltransferase,834,b1212,True,3375559,3374726,False
NP_415731.1,ychQ,,,SirB family protein YchQ,393,b1213,True,3374729,3374337,False
NP_415732.1,ychA,,,transglutaminase-like/TPR repeat-containing protein,810,b1214,True,3374333,3373524,False
NP_415733.1,kdsA,,,3-deoxy-D-manno-octulosonate 8-phosphate synthase,855,b1215,True,3373488,3372634,False
YP_025297.1,ldrA,,,small toxic polypeptide LdrA,108,b4419,True,3372378,3372485,False
,rdlA,,,putative antisense regulatory RNA RdlA,67,b4420,True,3372330,3372264,False
YP_025298.1,ldrB,,,small toxic polypeptide LdrB,108,b4421,True,3371843,3371950,False
,rdlB,,,putative antisense regulatory RNA RdlB,66,b4422,True,3371795,3371730,False
YP_025299.1,ldrC,,,small toxic polypeptide LdrC,108,b4423,True,3371308,3371415,False
,rdlC,,,putative antisense regulatory RNA RdlC,68,b4424,True,3371260,3371193,False
NP_415734.1,chaA,,,Na(+)/K(+):H(+) antiporter ChaA,1101,b1216,True,3369804,3370904,False
NP_415735.1,chaB,,,putative cation transport regulator ChaB,231,b1217,True,3369534,3369304,False
NP_415736.2,chaC,,,glutathione-specific gamma-glutamylcyclotransferase,696,b1218,True,3369146,3368451,False
NP_415737.1,ychN,,,DsrE/F sulfur relay family protein YchN,354,b1219,True,3368054,3368407,False
NP_415738.2,ychO,,,putative invasin YchO,1395,b1220,True,3367869,3366475,False
NP_415739.1,narL,,,DNA-binding transcriptional dual regulator NarL,651,b1221,True,3365824,3366474,False
NP_415740.1,narX,,,sensor histidine kinase NarX,1797,b1222,True,3364035,3365831,False
NP_415741.1,narK,,,nitrate:nitrite antiporter NarK,1392,b1223,True,3363696,3362305,False
,narS,,,putative small regulatory RNA NarS,184,b4813,True,3362316,3362133,False
NP_415742.1,narG,,,nitrate reductase A subunit alpha,3744,b1224,True,3361789,3358046,False
NP_415743.1,narH,,,nitrate reductase A subunit beta,1539,b1225,True,3358049,3356511,False
NP_415744.1,narJ,,,nitrate reductase 1 molybdenum cofactor assembly chaperone,711,b1226,True,3356514,3355804,False
NP_415745.1,narI,,,nitrate reductase A subunit gamma,678,b1227,True,3355804,3355127,False
YP_009518769.1,ychS,,,putative uncharacterized protein YchS,276,b1228,True,3354944,3354669,False
,rttR,,,small RNA RttR,171,b4425,True,3354417,3354587,False
NP_415747.2,tpr,,,protamine-like protein,90,b1229,True,3354477,3354566,False
,tyrV,,,tRNA-Tyr,85,b1230,True,3354325,3354409,False
,tyrT,,,tRNA-Tyr,85,b1231,True,3354031,3354115,False
